G8	G67	0.010000
G8	G70	0.010000
G8	G71	0.010000
G8	G72	0.010000
G8	G73	0.010000
G8	G75	0.010000
G8	G76	0.010000
G8	G77	0.010000
G8	G78	0.010000
G8	G79	0.010000
G8	G81	0.010000
G8	G82	0.010000
G8	G83	0.010000
G8	G84	0.010000
G8	G85	0.010000
G8	G86	0.010000
G8	G88	0.010000
G8	G89	0.010000
G8	G90	0.010000
G8	G93	0.010000
G8	G94	0.010000
G8	G95	0.010000
G8	G96	0.010000
G8	G97	0.010000
G8	G98	0.010000
G8	G99	0.010000
G8	G100	0.010000
G9	G1	0.010000
G9	G3	0.010000
G9	G4	0.010000
G9	G7	0.010000
G9	G11	0.010000
G9	G12	0.010000
G9	G14	0.010000
G9	G15	0.010000
G9	G17	0.010000
G9	G18	0.010000
G9	G19	0.010000
G9	G20	0.010000
G9	G22	0.010000
G9	G23	0.010000
G9	G28	0.010000
G9	G29	0.010000
G9	G30	0.010000
G9	G31	0.010000
G9	G32	0.010000
G9	G33	0.010000
G9	G34	0.010000
G9	G36	0.010000
G9	G38	0.010000
G9	G40	0.010000
G9	G41	0.010000
G9	G42	0.010000
G9	G43	0.010000
G9	G45	0.010000
G9	G47	0.010000
G9	G49	0.010000
G9	G50	0.010000
G9	G52	0.010000
G9	G53	0.010000
G9	G54	0.010000
G9	G59	0.010000
G9	G64	0.010000
G9	G65	0.010000
G9	G66	0.010000
G9	G67	0.010000
G9	G68	0.010000
G9	G69	0.010000
G9	G70	0.010000
G9	G71	0.010000
G9	G72	0.010000
G9	G74	0.010000
G9	G75	0.010000
G9	G77	0.010000
G9	G78	0.010000
G9	G79	0.010000
G9	G82	0.010000
G9	G83	0.010000
G9	G84	0.010000
G9	G86	0.010000
G9	G87	0.010000
G9	G88	0.010000
G9	G91	0.010000
G9	G92	0.010000
G9	G94	0.010000
G9	G95	0.010000
G9	G97	0.010000
G9	G98	0.010000
G9	G99	0.010000
G10	G3	0.010000
G10	G6	0.010000
G10	G7	0.010000
G10	G8	0.010000
G10	G9	0.010000
G10	G12	0.010000
G10	G13	0.010000
G10	G14	0.010000
G10	G15	0.010000
G10	G17	0.010000
G10	G21	0.010000
G10	G22	0.010000
G10	G23	0.010000
G10	G24	0.010000
G10	G25	0.010000
G10	G26	0.010000
G10	G28	0.010000
G10	G30	0.010000
G10	G33	0.010000
G10	G34	0.010000
G10	G35	0.010000
G10	G39	0.010000
G10	G45	0.010000
G10	G52	0.010000
G10	G53	0.010000
G10	G55	0.010000
G10	G59	0.010000
G10	G61	0.010000
G10	G62	0.010000
G10	G63	0.010000
G10	G64	0.010000
G10	G70	0.010000
G10	G71	0.010000
G10	G74	0.010000
G10	G76	0.010000
G10	G77	0.010000
G10	G78	0.010000
G10	G79	0.010000
G10	G80	0.010000
G10	G81	0.010000
G10	G82	0.010000
G10	G83	0.010000
G10	G85	0.010000
G10	G86	0.010000
G10	G87	0.010000
G10	G88	0.010000
G10	G89	0.010000
G10	G90	0.010000
G10	G91	0.010000
G10	G92	0.010000
G10	G93	0.010000
G10	G94	0.010000
G10	G95	0.010000
G10	G96	0.010000
G10	G98	0.010000
G11	G1	0.010000
G11	G5	0.010000
G11	G7	0.010000
G11	G8	0.010000
G11	G9	0.010000
G11	G10	0.010000
G11	G13	0.010000
G11	G15	0.010000
G11	G16	0.010000
G11	G17	0.010000
G11	G18	0.010000
G11	G20	0.010000
G11	G22	0.010000
G11	G23	0.010000
G11	G25	0.010000
G11	G26	0.010000
G11	G27	0.010000
G11	G28	0.010000
G11	G29	0.010000
G11	G30	0.010000
G11	G31	0.010000
G11	G32	0.010000
G11	G33	0.010000
G11	G34	0.010000
G11	G35	0.010000
G11	G36	0.010000
G11	G37	0.010000
G11	G38	0.010000
G11	G39	0.010000
G11	G41	0.010000
G11	G42	0.010000
G11	G43	0.010000
G11	G45	0.010000
G11	G46	0.010000
G11	G47	0.010000
G11	G49	0.010000
G11	G50	0.010000
G11	G51	0.010000
G11	G55	0.010000
G11	G56	0.010000
G11	G57	0.010000
G11	G58	0.010000
G11	G60	0.010000
G11	G62	0.010000
G11	G63	0.010000
G11	G64	0.010000
G11	G65	0.010000
G11	G66	0.010000
G11	G67	0.010000
G11	G68	0.010000
G11	G69	0.010000
G11	G70	0.010000
G11	G71	0.010000
G11	G72	0.010000
G11	G74	0.010000
G11	G75	0.010000
G11	G77	0.010000
G11	G78	0.010000
G11	G81	0.010000
G11	G83	0.010000
G11	G84	0.010000
G11	G86	0.010000
G11	G88	0.010000
G11	G89	0.010000
G11	G90	0.010000
G11	G91	0.010000
G11	G93	0.010000
G11	G94	0.010000
G11	G95	0.010000
G11	G96	0.010000
G11	G97	0.010000
G11	G98	0.010000
G11	G99	0.010000
G12	G2	0.010000
G12	G3	0.010000
G12	G4	0.010000
G12	G5	0.010000
G12	G6	0.010000
G12	G7	0.010000
G12	G8	0.010000
G12	G9	0.010000
G12	G13	0.010000
G12	G14	0.010000
G12	G15	0.010000
G12	G18	0.010000
G12	G21	0.010000
G12	G22	0.010000
G12	G23	0.010000
G12	G25	0.010000
G12	G29	0.010000
G12	G31	0.010000
G12	G33	0.010000
G12	G34	0.010000
G12	G35	0.010000
G12	G36	0.010000
G12	G37	0.010000
G12	G39	0.010000
G12	G40	0.010000
G12	G42	0.010000
G12	G43	0.010000
G12	G45	0.010000
G12	G47	0.010000
G12	G49	0.010000
G12	G50	0.010000
G12	G51	0.010000
G12	G53	0.010000
G12	G55	0.010000
G12	G56	0.010000
G12	G57	0.010000
G12	G58	0.010000
G12	G59	0.010000
G12	G60	0.010000
G12	G62	0.010000
G12	G64	0.010000
G12	G65	0.010000
G12	G67	0.010000
G12	G68	0.010000
G12	G70	0.010000
G12	G72	0.010000
G12	G73	0.010000
G12	G74	0.010000
G12	G76	0.010000
G12	G77	0.010000
G12	G78	0.010000
G12	G79	0.010000
G12	G80	0.010000
G12	G81	0.010000
G12	G82	0.010000
G12	G83	0.010000
G12	G84	0.010000
G12	G85	0.010000
G12	G86	0.010000
G12	G88	0.010000
G12	G89	0.010000
G12	G93	0.010000
G12	G94	0.010000
G12	G95	0.010000
G12	G96	0.010000
G12	G98	0.010000
G12	G100	0.010000
G13	G1	0.010000
G13	G3	0.010000
G13	G4	0.010000
G13	G5	0.010000
G13	G6	0.010000
G13	G7	0.010000
G13	G9	0.010000
G13	G11	0.010000
G13	G14	0.010000
G13	G16	0.010000
G13	G18	0.010000
G13	G20	0.010000
G13	G24	0.010000
G13	G25	0.010000
G13	G26	0.010000
G13	G27	0.010000
G13	G28	0.010000
G13	G33	0.010000
G13	G34	0.010000
G13	G36	0.010000
G13	G39	0.010000
G13	G40	0.010000
G13	G43	0.010000
G13	G45	0.010000
G13	G49	0.010000
G13	G51	0.010000
G13	G52	0.010000
G13	G54	0.010000
G13	G57	0.010000
G13	G58	0.010000
G13	G59	0.010000
G13	G61	0.010000
G13	G62	0.010000
G13	G63	0.010000
G13	G66	0.010000
G13	G67	0.010000
G13	G71	0.010000
G13	G72	0.010000
G13	G73	0.010000
G13	G74	0.010000
G13	G75	0.010000
G13	G76	0.010000
G13	G77	0.010000
G13	G78	0.010000
G13	G82	0.010000
G13	G83	0.010000
G13	G84	0.010000
G13	G86	0.010000
G13	G87	0.010000
G13	G88	0.010000
G13	G89	0.010000
G13	G91	0.010000
G13	G92	0.010000
G13	G100	0.010000
G14	G2	0.010000
G14	G3	0.010000
G14	G4	0.010000
G14	G6	0.010000
G14	G7	0.010000
G14	G9	0.010000
G14	G10	0.010000
G14	G12	0.010000
G14	G18	0.010000
G14	G19	0.010000
G14	G20	0.010000
G14	G21	0.010000
G14	G22	0.010000
G14	G23	0.010000
G14	G25	0.010000
G14	G26	0.010000
G14	G27	0.010000
G14	G30	0.010000
G14	G31	0.010000
G14	G32	0.010000
G14	G34	0.010000
G14	G36	0.010000
G14	G37	0.010000
G14	G38	0.010000
G14	G39	0.010000
G14	G40	0.010000
G14	G41	0.010000
G14	G43	0.010000
G14	G45	0.010000
G14	G46	0.010000
G14	G47	0.010000
G14	G48	0.010000
G14	G50	0.010000
G14	G51	0.010000
G14	G52	0.010000
G14	G54	0.010000
G14	G56	0.010000
G14	G57	0.010000
G14	G58	0.010000
G14	G59	0.010000
G14	G61	0.010000
G14	G62	0.010000
G14	G63	0.010000
G14	G64	0.010000
G14	G65	0.010000
G14	G66	0.010000
G14	G67	0.010000
G14	G69	0.010000
G14	G70	0.010000
G14	G71	0.010000
G14	G72	0.010000
G14	G73	0.010000
G14	G74	0.010000
G14	G75	0.010000
G14	G76	0.010000
G14	G77	0.010000
G14	G78	0.010000
G14	G79	0.010000
G14	G80	0.010000
G14	G82	0.010000
G14	G84	0.010000
G14	G85	0.010000
G14	G86	0.010000
G14	G87	0.010000
G14	G88	0.010000
G14	G89	0.010000
G14	G90	0.010000
G14	G91	0.010000
G14	G92	0.010000
G14	G94	0.010000
G14	G95	0.010000
G14	G96	0.010000
G14	G97	0.010000
G14	G98	0.010000
G14	G99	0.010000
G14	G100	0.010000
G15	G1	0.010000
G15	G2	0.010000
G15	G3	0.010000
G15	G4	0.010000
G15	G5	0.010000
G15	G6	0.010000
G15	G7	0.010000
G15	G8	0.010000
G15	G11	0.010000
G15	G14	0.010000
G15	G16	0.010000
G15	G18	0.010000
G15	G19	0.010000
G15	G22	0.010000
G15	G23	0.010000
G15	G25	0.010000
G15	G26	0.010000
G15	G27	0.010000
G15	G28	0.010000
G15	G31	0.010000
G15	G32	0.010000
G15	G33	0.010000
G15	G34	0.010000
G15	G38	0.010000
G15	G40	0.010000
G15	G41	0.010000
G15	G43	0.010000
G15	G45	0.010000
G15	G47	0.010000
G15	G48	0.010000
G15	G49	0.010000
G15	G50	0.010000
G15	G51	0.010000
G15	G52	0.010000
G15	G54	0.010000
G15	G55	0.010000
G15	G56	0.010000
G15	G57	0.010000
G15	G58	0.010000
G15	G59	0.010000
G15	G60	0.010000
G15	G61	0.010000
G15	G62	0.010000
G15	G63	0.010000
G15	G64	0.010000
G15	G65	0.010000
G15	G66	0.010000
G15	G67	0.010000
G15	G69	0.010000
G15	G70	0.010000
G15	G71	0.010000
G15	G72	0.010000
G15	G74	0.010000
G15	G76	0.010000
G15	G77	0.010000
G15	G78	0.010000
G15	G79	0.010000
G15	G81	0.010000
G15	G82	0.010000
G15	G83	0.010000
G15	G84	0.010000
G15	G85	0.010000
G15	G86	0.010000
G15	G87	0.010000
G15	G88	0.010000
G15	G90	0.010000
G15	G92	0.010000
G15	G93	0.010000
G15	G94	0.010000
G15	G95	0.010000
G15	G97	0.010000
G15	G98	0.010000
G15	G100	0.010000
G16	G1	0.010000
G16	G2	0.010000
G16	G3	0.010000
G16	G4	0.010000
G16	G5	0.010000
G16	G6	0.010000
G16	G7	0.010000
G16	G8	0.010000
G16	G10	0.010000
G16	G11	0.010000
G16	G12	0.010000
G16	G13	0.010000
G16	G15	0.010000
G16	G17	0.010000
G16	G18	0.010000
G16	G20	0.010000
G16	G21	0.010000
G16	G22	0.010000
G16	G25	0.010000
G16	G26	0.010000
G16	G27	0.010000
G16	G28	0.010000
G16	G29	0.010000
G16	G32	0.010000
G16	G35	0.010000
G16	G36	0.010000
G16	G38	0.010000
G16	G41	0.010000
G16	G42	0.010000
G16	G44	0.010000
G16	G46	0.010000
G16	G48	0.010000
G16	G49	0.010000
G16	G50	0.010000
G16	G51	0.010000
G16	G53	0.010000
G16	G54	0.010000
G16	G55	0.010000
G16	G56	0.010000
G16	G57	0.010000
G16	G58	0.010000
G16	G59	0.010000
G16	G60	0.010000
G16	G62	0.010000
G16	G65	0.010000
G16	G66	0.010000
G16	G67	0.010000
G16	G69	0.010000
G16	G70	0.010000
G16	G73	0.010000
G16	G74	0.010000
G16	G75	0.010000
G16	G78	0.010000
G16	G79	0.010000
G16	G81	0.010000
G16	G82	0.010000
G16	G84	0.010000
G16	G86	0.010000
G16	G87	0.010000
G16	G88	0.010000
G16	G89	0.010000
G16	G90	0.010000
G16	G91	0.010000
G16	G92	0.010000
G16	G94	0.010000
G16	G95	0.010000
G16	G97	0.010000
G16	G98	0.010000
G16	G99	0.010000
G16	G100	0.010000
G17	G1	0.010000
G17	G3	0.010000
G17	G4	0.010000
G17	G6	0.010000
G17	G7	0.010000
G17	G9	0.010000
G17	G13	0.010000
G17	G18	0.010000
G17	G19	0.010000
G17	G20	0.010000
G17	G21	0.010000
G17	G24	0.010000
G17	G25	0.010000
G17	G26	0.010000
G17	G28	0.010000
G17	G29	0.010000
G17	G30	0.010000
G17	G31	0.010000
G17	G33	0.010000
G17	G34	0.010000
G17	G35	0.010000
G17	G37	0.010000
G17	G40	0.010000
G17	G41	0.010000
G17	G42	0.010000
G17	G43	0.010000
G17	G46	0.010000
G17	G47	0.010000
G17	G48	0.010000
G17	G49	0.010000
G17	G50	0.010000
G17	G51	0.010000
G17	G52	0.010000
G17	G53	0.010000
G17	G55	0.010000
G17	G56	0.010000
G17	G57	0.010000
G17	G59	0.010000
G17	G61	0.010000
G17	G62	0.010000
G17	G63	0.010000
G17	G67	0.010000
G17	G68	0.010000
G17	G69	0.010000
G17	G72	0.010000
G17	G74	0.010000
G17	G75	0.010000
G17	G76	0.010000
G17	G77	0.010000
G17	G79	0.010000
G17	G81	0.010000
G17	G86	0.010000
G17	G87	0.010000
G17	G88	0.010000
G17	G89	0.010000
G17	G90	0.010000
G17	G91	0.010000
G17	G92	0.010000
G17	G93	0.010000
G17	G96	0.010000
G17	G99	0.010000
G17	G100	0.010000
G18	G1	0.010000
G18	G2	0.010000
G18	G3	0.010000
G18	G4	0.010000
G18	G6	0.010000
G18	G7	0.010000
G18	G9	0.010000
G18	G11	0.010000
G18	G13	0.010000
G18	G14	0.010000
G18	G16	0.010000
G18	G21	0.010000
G18	G22	0.010000
G18	G24	0.010000
G18	G25	0.010000
G18	G26	0.010000
G18	G27	0.010000
G18	G28	0.010000
G18	G30	0.010000
G18	G31	0.010000
G18	G32	0.010000
G18	G33	0.010000
G18	G35	0.010000
G18	G36	0.010000
G18	G37	0.010000
G18	G39	0.010000
G18	G41	0.010000
G18	G42	0.010000
G18	G46	0.010000
G18	G48	0.010000
G18	G50	0.010000
G18	G51	0.010000
G18	G53	0.010000
G18	G54	0.010000
G18	G57	0.010000
G18	G58	0.010000
G18	G59	0.010000
G18	G62	0.010000
G18	G63	0.010000
G18	G65	0.010000
G18	G66	0.010000
G18	G69	0.010000
G18	G70	0.010000
G18	G74	0.010000
G18	G75	0.010000
G18	G76	0.010000
G18	G81	0.010000
G18	G82	0.010000
G18	G84	0.010000
G18	G89	0.010000
G18	G90	0.010000
G18	G91	0.010000
G18	G92	0.010000
G18	G93	0.010000
G18	G94	0.010000
G18	G96	0.010000
G18	G99	0.010000
G19	G1	0.010000
G19	G2	0.010000
G19	G4	0.010000
G19	G6	0.010000
G19	G7	0.010000
G19	G8	0.010000
G19	G9	0.010000
G19	G11	0.010000
G19	G12	0.010000
G19	G13	0.010000
G19	G14	0.010000
G19	G15	0.010000
G19	G16	0.010000
G19	G17	0.010000
G19	G18	0.010000
G19	G20	0.010000
G19	G21	0.010000
G19	G22	0.010000
G19	G24	0.010000
G19	G25	0.010000
G19	G27	0.010000
G19	G28	0.010000
G19	G30	0.010000
G19	G31	0.010000
G19	G32	0.010000
G19	G33	0.010000
G19	G35	0.010000
G19	G36	0.010000
G19	G38	0.010000
G19	G39	0.010000
G19	G40	0.010000
G19	G41	0.010000
G19	G42	0.010000
G19	G43	0.010000
G19	G44	0.010000
G19	G46	0.010000
G19	G49	0.010000
G19	G50	0.010000
G19	G51	0.010000
G19	G53	0.010000
G19	G54	0.010000
G19	G55	0.010000
G19	G56	0.010000
G19	G59	0.010000
G19	G60	0.010000
G19	G63	0.010000
G19	G64	0.010000
G19	G65	0.010000
G19	G66	0.010000
G19	G67	0.010000
G19	G68	0.010000
G19	G69	0.010000
G19	G70	0.010000
G19	G71	0.010000
G19	G73	0.010000
G19	G74	0.010000
G19	G75	0.010000
G19	G76	0.010000
G19	G77	0.010000
G19	G79	0.010000
G19	G80	0.010000
G19	G83	0.010000
G19	G84	0.010000
G19	G86	0.010000
G19	G87	0.010000
G19	G89	0.010000
G19	G90	0.010000
G19	G91	0.010000
G19	G92	0.010000
G19	G93	0.010000
G19	G94	0.010000
G19	G95	0.010000
G19	G96	0.010000
G19	G100	0.010000
G20	G1	0.010000
G20	G4	0.010000
G20	G6	0.010000
G20	G7	0.010000
G20	G8	0.010000
G20	G10	0.010000
G20	G12	0.010000
G20	G13	0.010000
G20	G14	0.010000
G20	G15	0.010000
G20	G16	0.010000
G20	G17	0.010000
G20	G19	0.010000
G20	G26	0.010000
G20	G27	0.010000
G20	G33	0.010000
G20	G34	0.010000
G20	G35	0.010000
G20	G36	0.010000
G20	G37	0.010000
G20	G38	0.010000
G20	G41	0.010000
G20	G42	0.010000
G20	G43	0.010000
G20	G46	0.010000
G20	G48	0.010000
G20	G49	0.010000
G20	G50	0.010000
G20	G51	0.010000
G20	G53	0.010000
G20	G54	0.010000
G20	G55	0.010000
G20	G56	0.010000
G20	G57	0.010000
G20	G59	0.010000
G20	G60	0.010000
G20	G61	0.010000
G20	G62	0.010000
G20	G64	0.010000
G20	G65	0.010000
G20	G66	0.010000
G20	G67	0.010000
G20	G68	0.010000
G20	G69	0.010000
G20	G70	0.010000
G20	G71	0.010000
G20	G72	0.010000
G20	G73	0.010000
G20	G75	0.010000
G20	G76	0.010000
G20	G77	0.010000
G20	G81	0.010000
G20	G82	0.010000
G20	G83	0.010000
G20	G85	0.010000
G20	G86	0.010000
G20	G87	0.010000
G20	G89	0.010000
G20	G90	0.010000
G20	G91	0.010000
G20	G92	0.010000
G20	G93	0.010000
G20	G94	0.010000
G20	G95	0.010000
G20	G96	0.010000
G20	G100	0.010000
G21	G1	0.010000
G21	G2	0.010000
G21	G3	0.010000
G21	G4	0.010000
G21	G5	0.010000
G21	G6	0.010000
G21	G10	0.010000
G21	G12	0.010000
G21	G13	0.010000
G21	G15	0.010000
G21	G16	0.010000
G21	G17	0.010000
G21	G18	0.010000
G21	G19	0.010000
G21	G20	0.010000
G21	G27	0.010000
G21	G28	0.010000
G21	G30	0.010000
G21	G32	0.010000
G21	G33	0.010000
G21	G34	0.010000
G21	G35	0.010000
G21	G36	0.010000
G21	G37	0.010000
G21	G38	0.010000
G21	G39	0.010000
G21	G40	0.010000
G21	G41	0.010000
G21	G42	0.010000
G21	G43	0.010000
G21	G44	0.010000
G21	G45	0.010000
G21	G46	0.010000
G21	G48	0.010000
G21	G49	0.010000
G21	G50	0.010000
G21	G51	0.010000
G21	G52	0.010000
G21	G53	0.010000
G21	G54	0.010000
G21	G55	0.010000
G21	G57	0.010000
G21	G58	0.010000
G21	G60	0.010000
G21	G61	0.010000
G21	G63	0.010000
G21	G65	0.010000
G21	G66	0.010000
G21	G68	0.010000
G21	G70	0.010000
G21	G71	0.010000
G21	G74	0.010000
G21	G75	0.010000
G21	G76	0.010000
G21	G77	0.010000
G21	G78	0.010000
G21	G82	0.010000
G21	G83	0.010000
G21	G84	0.010000
G21	G85	0.010000
G21	G87	0.010000
G21	G88	0.010000
G21	G89	0.010000
G21	G90	0.010000
G21	G91	0.010000
G21	G92	0.010000
G21	G93	0.010000
G21	G94	0.010000
G21	G95	0.010000
G21	G96	0.010000
G21	G97	0.010000
G21	G99	0.010000
G21	G100	0.010000
G22	G1	0.010000
G22	G3	0.010000
G22	G5	0.010000
G22	G9	0.010000
G22	G11	0.010000
G22	G12	0.010000
G22	G14	0.010000
G22	G15	0.010000
G22	G16	0.010000
G22	G17	0.010000
G22	G18	0.010000
G22	G20	0.010000
G22	G23	0.010000
G22	G24	0.010000
G22	G26	0.010000
G22	G27	0.010000
G22	G28	0.010000
G22	G29	0.010000
G22	G30	0.010000
G22	G31	0.010000
G22	G32	0.010000
G22	G33	0.010000
G22	G34	0.010000
G22	G35	0.010000
G22	G37	0.010000
G22	G38	0.010000
G22	G39	0.010000
G22	G40	0.010000
G22	G42	0.010000
G22	G43	0.010000
G22	G45	0.010000
G22	G46	0.010000
G22	G48	0.010000
G22	G49	0.010000
G22	G51	0.010000
G22	G52	0.010000
G22	G53	0.010000
G22	G54	0.010000
G22	G55	0.010000
G22	G56	0.010000
G22	G57	0.010000
G22	G59	0.010000
G22	G60	0.010000
G22	G61	0.010000
G22	G62	0.010000
G22	G63	0.010000
G22	G64	0.010000
G22	G65	0.010000
G22	G66	0.010000
G22	G68	0.010000
G22	G70	0.010000
G22	G71	0.010000
G22	G73	0.010000
G22	G74	0.010000
G22	G75	0.010000
G22	G76	0.010000
G22	G77	0.010000
G22	G78	0.010000
G22	G79	0.010000
G22	G80	0.010000
G22	G81	0.010000
G22	G82	0.010000
G22	G83	0.010000
G22	G84	0.010000
G22	G86	0.010000
G22	G87	0.010000
G22	G90	0.010000
G22	G91	0.010000
G22	G92	0.010000
G22	G94	0.010000
G22	G95	0.010000
G22	G97	0.010000
G22	G99	0.010000
G22	G100	0.010000
G23	G1	0.010000
G23	G2	0.010000
G23	G3	0.010000
G23	G4	0.010000
G23	G6	0.010000
G23	G7	0.010000
G23	G10	0.010000
G23	G11	0.010000
G23	G13	0.010000
G23	G15	0.010000
G23	G16	0.010000
G23	G18	0.010000
G23	G19	0.010000
G23	G20	0.010000
G23	G22	0.010000
G23	G24	0.010000
G23	G28	0.010000
G23	G29	0.010000
G23	G30	0.010000
G23	G31	0.010000
G23	G32	0.010000
G23	G34	0.010000
G23	G35	0.010000
G23	G36	0.010000
G23	G37	0.010000
G23	G39	0.010000
G23	G41	0.010000
G23	G42	0.010000
G23	G43	0.010000
G23	G45	0.010000
G23	G46	0.010000
G23	G48	0.010000
G23	G49	0.010000
G23	G50	0.010000
G23	G51	0.010000
G23	G52	0.010000
G23	G53	0.010000
G23	G54	0.010000
G23	G56	0.010000
G23	G58	0.010000
G23	G60	0.010000
G23	G61	0.010000
G23	G64	0.010000
G23	G65	0.010000
G23	G66	0.010000
G23	G67	0.010000
G23	G68	0.010000
G23	G69	0.010000
G23	G71	0.010000
G23	G72	0.010000
G23	G73	0.010000
G23	G74	0.010000
G23	G75	0.010000
G23	G76	0.010000
G23	G77	0.010000
G23	G79	0.010000
G23	G80	0.010000
G23	G81	0.010000
G23	G82	0.010000
G23	G83	0.010000
G23	G86	0.010000
G23	G87	0.010000
G23	G89	0.010000
G23	G90	0.010000
G23	G91	0.010000
G23	G92	0.010000
G23	G93	0.010000
G23	G94	0.010000
G23	G95	0.010000
G23	G96	0.010000
G23	G97	0.010000
G23	G98	0.010000
G23	G99	0.010000
G23	G100	0.010000
G24	G1	0.010000
G24	G2	0.010000
G24	G3	0.010000
G24	G4	0.010000
G24	G7	0.010000
G24	G8	0.010000
G24	G10	0.010000
G24	G12	0.010000
G24	G13	0.010000
G24	G14	0.010000
G24	G17	0.010000
G24	G18	0.010000
G24	G19	0.010000
G24	G21	0.010000
G24	G23	0.010000
G24	G29	0.010000
G24	G30	0.010000
G24	G32	0.010000
G24	G33	0.010000
G24	G34	0.010000
G24	G35	0.010000
G24	G37	0.010000
G24	G38	0.010000
G24	G39	0.010000
G24	G40	0.010000
G24	G42	0.010000
G24	G43	0.010000
G24	G44	0.010000
G24	G45	0.010000
G24	G46	0.010000
G24	G48	0.010000
G24	G49	0.010000
G24	G51	0.010000
G24	G52	0.010000
G24	G54	0.010000
G24	G55	0.010000
G24	G56	0.010000
G24	G57	0.010000
G24	G58	0.010000
G24	G59	0.010000
G24	G60	0.010000
G24	G62	0.010000
G24	G63	0.010000
G24	G64	0.010000
G24	G67	0.010000
G24	G68	0.010000
G24	G70	0.010000
G24	G71	0.010000
G24	G73	0.010000
G24	G74	0.010000
G24	G75	0.010000
G24	G77	0.010000
G24	G78	0.010000
G24	G79	0.010000
G24	G80	0.010000
G24	G81	0.010000
G24	G82	0.010000
G24	G84	0.010000
G24	G85	0.010000
G24	G86	0.010000
G24	G87	0.010000
G24	G88	0.010000
G24	G89	0.010000
G24	G90	0.010000
G24	G91	0.010000
G24	G92	0.010000
G24	G93	0.010000
G24	G95	0.010000
G24	G96	0.010000
G24	G98	0.010000
G24	G100	0.010000
G25	G1	0.010000
G25	G2	0.010000
G25	G3	0.010000
G25	G4	0.010000
G25	G5	0.010000
G25	G6	0.010000
G25	G7	0.010000
G25	G8	0.010000
G25	G9	0.010000
G25	G10	0.010000
G25	G11	0.010000
G25	G12	0.010000
G25	G13	0.010000
G25	G14	0.010000
G25	G16	0.010000
G25	G17	0.010000
G25	G18	0.010000
G25	G19	0.010000
G25	G21	0.010000
G25	G24	0.010000
G25	G27	0.010000
G25	G29	0.010000
G25	G30	0.010000
G25	G33	0.010000
G25	G35	0.010000
G25	G37	0.010000
G25	G38	0.010000
G25	G39	0.010000
G25	G41	0.010000
G25	G43	0.010000
G25	G44	0.010000
G25	G45	0.010000
G25	G46	0.010000
G25	G48	0.010000
G25	G49	0.010000
G25	G50	0.010000
G25	G51	0.010000
G25	G52	0.010000
G25	G53	0.010000
G25	G54	0.010000
G25	G55	0.010000
G25	G56	0.010000
G25	G57	0.010000
G25	G58	0.010000
G25	G59	0.010000
G25	G60	0.010000
G25	G62	0.010000
G25	G63	0.010000
G25	G64	0.010000
G25	G66	0.010000
G25	G67	0.010000
G25	G68	0.010000
G25	G69	0.010000
G25	G70	0.010000
G25	G71	0.010000
G25	G72	0.010000
G25	G73	0.010000
G25	G74	0.010000
G25	G75	0.010000
G25	G76	0.010000
G25	G77	0.010000
G25	G79	0.010000
G25	G80	0.010000
G25	G81	0.010000
G25	G83	0.010000
G25	G86	0.010000
G25	G88	0.010000
G25	G89	0.010000
G25	G90	0.010000
G25	G91	0.010000
G25	G92	0.010000
G25	G96	0.010000
G25	G98	0.010000
G25	G99	0.010000
G25	G100	0.010000
G26	G1	0.010000
G26	G2	0.010000
G26	G4	0.010000
G26	G5	0.010000
G26	G6	0.010000
G26	G7	0.010000
G26	G8	0.010000
G26	G10	0.010000
G26	G11	0.010000
G26	G13	0.010000
G26	G15	0.010000
G26	G16	0.010000
G26	G17	0.010000
G26	G19	0.010000
G26	G20	0.010000
G26	G22	0.010000
G26	G23	0.010000
G26	G27	0.010000
G26	G28	0.010000
G26	G33	0.010000
G26	G34	0.010000
G26	G35	0.010000
G26	G36	0.010000
G26	G37	0.010000
G26	G38	0.010000
G26	G40	0.010000
G26	G42	0.010000
G26	G43	0.010000
G26	G44	0.010000
G26	G45	0.010000
G26	G46	0.010000
G26	G47	0.010000
G26	G49	0.010000
G26	G50	0.010000
G26	G51	0.010000
G26	G52	0.010000
G26	G53	0.010000
G26	G54	0.010000
G26	G55	0.010000
G26	G57	0.010000
G26	G60	0.010000
G26	G61	0.010000
G26	G62	0.010000
G26	G63	0.010000
G26	G64	0.010000
G26	G65	0.010000
G26	G66	0.010000
G26	G67	0.010000
G26	G68	0.010000
G26	G69	0.010000
G26	G70	0.010000
G26	G71	0.010000
G26	G73	0.010000
G26	G74	0.010000
G26	G75	0.010000
G26	G77	0.010000
G26	G79	0.010000
G26	G80	0.010000
G26	G81	0.010000
G26	G82	0.010000
G26	G84	0.010000
G26	G85	0.010000
G26	G86	0.010000
G26	G88	0.010000
G26	G89	0.010000
G26	G92	0.010000
G26	G94	0.010000
G26	G95	0.010000
G26	G97	0.010000
G26	G98	0.010000
G26	G99	0.010000
G26	G100	0.010000
G27	G1	0.010000
G27	G3	0.010000
G27	G5	0.010000
G27	G6	0.010000
G27	G7	0.010000
G27	G9	0.010000
G27	G11	0.010000
G27	G12	0.010000
G27	G13	0.010000
G27	G14	0.010000
G27	G15	0.010000
G27	G16	0.010000
G27	G19	0.010000
G27	G20	0.010000
G27	G23	0.010000
G27	G25	0.010000
G27	G26	0.010000
